0.42778,0.62222,0.022222,0.071429,0.14286,0.13333,0.5,0.375,0.5,0.5,0.5,0.5,0.375,0.5,0.5,0.75,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42776,0.63636,0.022727,0.071429,0.14286,0.13636,0.5,0.375,0.5,0.5,0.5,0.5,0.375,0.5,0.5,0.75,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42937,0.62222,0.022222,0.071429,0.14286,0.13333,0.5,0.375,0.5,0.5,0.5,0.5,0.375,0.5,0.5,0.75,0.375,0.25,0.25,0.375,0.75,0.5,0
0.4254,0.62222,0.022222,0.071429,0.14286,0.13333,0.5,0.375,0.5,0.5,0.5,0.5,0.375,0.5,0.5,0.75,0.375,0.25,0.25,0.375,0.75,0.5,0
0.43961,0.58696,0.021739,0.074074,0.14815,0.13043,0.5,0.25,0.5,0.375,0.375,0.5,0.5,0.5,0.5,0.75,0.375,0.25,0.25,0.25,0.5,0.625,0
0.52287,0.85106,0.042553,0.075,0.175,0.17021,0.625,0.875,0.5,0.5,0.5,0.5,0.875,0.625,0.625,0.375,1,0.5,0.5,1,0.375,0.625,0
0.51615,0.83333,0.041667,0.075,0.175,0.16667,0.625,0.875,0.5,0.5,0.5,0.5,0.75,0.5,0.625,0.375,1,0.5,0.5,1,0.25,0.5,0
0.52812,0.83333,0.041667,0.075,0.175,0.16667,0.625,0.875,0.5,0.5,0.5,0.5,0.875,0.625,0.625,0.375,1,0.5,0.5,1,0.375,0.625,0
0.51406,0.83333,0.041667,0.075,0.175,0.16667,0.5,0.875,0.5,0.5,0.5,0.5,0.875,0.625,0.625,0.25,1,0.5,0.5,1,0.375,0.625,0
0.53404,0.85106,0.042553,0.075,0.175,0.17021,0.625,0.875,0.5,0.5,0.5,0.5,0.875,0.625,0.625,0.25,1,0.5,0.5,1,0.5,0.625,0
0.42695,0.66667,0.018519,0.22222,0.13889,0.11111,0.625,0.375,0.375,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.375,0.25,0.25,0.25,0.5,0.75,0
0.41441,0.68519,0.018519,0.18919,0.10811,0.11111,0.5,0.25,0.5,0.375,0.375,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.5,0
0.41441,0.68519,0.018519,0.18919,0.10811,0.11111,0.5,0.375,0.5,0.375,0.375,0.5,0.25,0.5,0.5,0.5,0.375,0.25,0.25,0.25,0.75,0.5,0
0.41792,0.68519,0.018519,0.18919,0.10811,0.11111,0.5,0.25,0.5,0.375,0.375,0.5,0.5,0.5,0.5,0.5,0.375,0.25,0.25,0.375,0.75,0.5,0
0.41592,0.68519,0.018519,0.18919,0.10811,0.11111,0.5,0.375,0.5,0.375,0.375,0.5,0.25,0.5,0.5,0.5,0.375,0.25,0.25,0.25,0.75,0.5,0
0.55852,0.56897,0.034483,0.18182,0.21212,0.13793,0.625,0.875,0.5,0.625,0.5,0.625,0.75,0.75,0.75,0.5,0.75,0.75,0.375,1,0.375,0.75,0
0.55381,0.56897,0.12069,0.18182,0.21212,0.13793,0.75,0.625,0.375,0.5,0.625,0.5,0.875,0.625,0.75,0.5,0.625,0.5,0.375,1,0.375,0.75,0
0.58732,0.53448,0.034483,0.096774,0.22581,0.13793,0.75,0.875,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.25,1,0.375,0.5,1,0.5,0.75,0
0.56621,0.54237,0.11864,0.1875,0.21875,0.13559,0.625,0.625,0.625,0.625,0.625,0.625,0.875,0.625,0.75,0.375,0.875,0.875,0.375,1,0.25,0.75,0
0.55711,0.55172,0.017241,0.1875,0.1875,0.13793,0.75,0.625,0.625,0.625,0.625,0.625,0.75,0.75,0.75,0.375,0.875,0.875,0.375,1,0.375,0.75,0
0.43779,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.4312,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42347,0.65306,0.16327,0.0625,0.15625,0.14286,0.5,0.375,0.5,0.5,0.375,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.625,0.5,0
0.42411,0.65306,0.16327,0.0625,0.15625,0.14286,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.5,0.75,0.5,0
0.43318,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.25,0.25,0.25,0.375,0.75,0.5,0
0.52487,0.65306,0.020408,0.0625,0.125,0.12245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0
0.52679,0.65306,0.020408,0.0625,0.125,0.12245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0
0.5102,0.67347,0.020408,0.060606,0.12121,0.12245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0
0.52742,0.65306,0.020408,0.0625,0.125,0.12245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,0
0.54322,0.68085,0.14894,0.0625,0.15625,0.12766,0.5,0.5,0.5,0.5,0.5,0.5,0.625,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.625,0
0.42857,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42594,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42944,0.64583,0.16667,0.064516,0.16129,0.14583,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.42528,0.63265,0.16327,0.064516,0.16129,0.14286,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.43212,0.64583,0.16667,0.064516,0.16129,0.14583,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.625,0.875,0.375,0.25,0.25,0.375,0.75,0.5,0
0.48852,0.65306,0.020408,0.03125,0.125,0.12245,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0
0.49059,0.64583,0.020833,0.064516,0.19355,0.16667,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,1,0.25,0.25,0.25,0.25,1,0.75,0
0.50806,0.64583,0.020833,0.064516,0.19355,0.16667,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,1,0.25,0.25,0.25,0.25,1,0.75,0
0.48893,0.66667,0.020833,0.0625,0.1875,0.14583,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.875,0.25,0.25,0.25,0.25,0.875,0.75,0
0.48763,0.66667,0.020833,0.0625,0.15625,0.16667,0.625,0.375,0.5,0.5,0.5,0.5,0.5,0.625,0.75,1,0.25,0.25,0.25,0.25,0.75,0.625,0
0.31094,0.62791,0.023256,0.037037,0.14815,0.11628,0.5,0.25,0.375,0.25,0.25,0.375,0.5,0.375,0.625,0.375,0.25,0.25,0.25,0.25,0.375,0.5,0
0.32826,0.60465,0.18605,0.038462,0.19231,0.11628,0.5,0.25,0.25,0.25,0.25,0.25,0.375,0.625,0.625,0.25,0.25,0.25,0.25,0.375,0.25,0.5,0
0.3315,0.61905,0.19048,0.038462,0.19231,0.11905,0.5,0.25,0.25,0.25,0.25,0.25,0.375,0.625,0.625,0.25,0.25,0.25,0.25,0.375,0.25,0.5,0
0.32021,0.60465,0.18605,0.038462,0.19231,0.11628,0.5,0.25,0.375,0.25,0.25,0.25,0.375,0.625,0.625,0.375,0.25,0.25,0.25,0.375,0.25,0.5,0
0.31753,0.60465,0.023256,0.038462,0.19231,0.11628,0.625,0.25,0.375,0.25,0.25,0.25,0.5,0.375,0.625,0.375,0.25,0.25,0.25,0.25,0.375,0.5,0
0.44722,0.625,0.020833,0.066667,0.13333,0.125,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0.75,0.5,0
0.43061,0.61224,0.020408,0.066667,0.13333,0.12245,0.5,0.375,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.375,0.25,0.25,0.25,0.75,0.5,0
0.44028,0.625,0.020833,0.066667,0.13333,0.125,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.25,0.75,0.5,0
