0.34948,0.6,0.011765,0.019608,0.078431,0.047059,0.5,0.25,0.375,0.375,0.375,0.375,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0
0.33744,0.59302,0.011628,0.13725,0.078431,0.069767,0.5,0.25,0.375,0.5,0.5,0.375,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0
0.33749,0.6,0.011765,0.13725,0.078431,0.070588,0.5,0.375,0.375,0.5,0.5,0.375,0.25,0.375,0.625,0.25,0.25,0.375,0.25,0.25,0.75,0.5,0
0.34747,0.59302,0.034884,0.13725,0.078431,0.069767,0.375,0.25,0.5,0.5,0.5,0.375,0.25,0.5,0.5,0.375,0.25,0.5,0.125,0.25,0.75,0.5,0
0.35153,0.58824,0.011765,0.02,0.08,0.058824,0.5,0.375,0.375,0.375,0.375,0.375,0.25,0.5,0.625,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0
0.34494,0.58824,0.011765,0.02,0.08,0.047059,0.5,0.25,0.375,0.5,0.375,0.375,0.25,0.5,0.5,0.25,0.25,0.5,0.375,0.25,0.5,0.5,0
0.35452,0.59524,0.011905,0.02,0.1,0.071429,0.625,0.375,0.375,0.5,0.5,0.375,0.375,0.375,0.75,0.375,0.25,0.375,0.25,0.25,0.75,0.5,0
0.34965,0.58824,0.011765,0.02,0.08,0.047059,0.5,0.25,0.375,0.375,0.375,0.375,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0
0.35357,0.59524,0.011905,0.02,0.08,0.059524,0.5,0.375,0.375,0.375,0.5,0.375,0.25,0.375,0.625,0.25,0.25,0.375,0.25,0.25,0.625,0.5,0
0.34012,0.60465,0.011628,0.13462,0.076923,0.069767,0.5,0.25,0.5,0.5,0.5,0.375,0.25,0.5,0.5,0.375,0.25,0.5,0.25,0.25,0.75,0.5,0
0.25963,0.55952,0.095238,0.085106,0.14894,0.095238,0.625,0.25,0.25,0.25,0.25,0.25,0.25,0.875,0.125,0.25,0.25,1,1,0.125,0.125,0.125,1
0.25967,0.57143,0.095238,0.083333,0.125,0.095238,0.625,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.125,0.25,0.25,1,1,0.125,0.125,0,1
0.26773,0.55952,0.095238,0.10638,0.14894,0.095238,0.625,0.125,0.25,0.25,0.25,0.25,0.25,0.875,0.125,0.25,0.25,0.875,1,0.125,0.125,0.125,1
